Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
22245,Transport,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,10/10/2021 13:00,,Errors,Description 13944,Critical,Near Miss,Pooky Hook,Apprentice,,32
26511,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,28/05/2020 05:00,,Errors,Description 5748,Critical,Near Miss,Pooky Hook,Apprentice,,30
27170,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,19/01/2022 06:00,,Errors,Description 15076,Critical,Near Miss,Pooky Hook,Apprentice,,30
36097,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,29/09/2022 05:42,,Errors,Description 19768,Critical,Near Miss,Pooky Hook,Apprentice,,57
36219,Transport,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,03/08/2020 09:39,,Errors,Description 6476,Critical,Near Miss,Pooky Hook,Apprentice,,37
25889,Transport,Cradley,Reading,51.49602493,-1.038279343,England,United Kingdom,,,12/12/2022 15:46,,Errors,Description 21528,Critical,Near Miss,Pooky Hook,Apprentice,,22
16998,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,02/12/2022 11:30,,Errors,Description 20916,Critical,Near Miss,Porche DeCoogan,Apprentice,,41
39770,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,28/04/2022 11:08,,Errors,Description 17128,Critical,Near Miss,Porche DeCoogan,Apprentice,,30
32209,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,21/11/2022 16:12,,Errors,Description 20784,Critical,Near Miss,Porche DeCoogan,Apprentice,,31
34019,Transport,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,12/10/2022 05:26,,Errors,Description 19980,Critical,Near Miss,Porche DeCoogan,Apprentice,,55
39499,Transport,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,08/11/2022 11:17,,Errors,Description 20416,Critical,Near Miss,Porche DeCoogan,Apprentice,,43
36507,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,16/02/2020 10:52,,Errors,Description 4776,Critical,Near Miss,Radish Horror,Apprentice,,44
40154,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,10/12/2021 11:26,,Errors,Description 14844,Critical,Near Miss,Radish Horror,Apprentice,,40
32847,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,17/11/2020 15:29,,Errors,Description 8168,Critical,Near Miss,Radish Horror,Apprentice,,46
13141,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,18/04/2021 13:08,,Errors,Description 11024,Critical,Near Miss,Radish Horror,Apprentice,,34
8073,Transport,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,17/01/2023 06:49,,Errors,Description 21404,Critical,Near Miss,Ray Purchase,Apprentice,,36
26248,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,16/11/2022 11:37,,Errors,Description 20580,Critical,Near Miss,Ray Purchase,Apprentice,,16
23813,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,21/03/2022 14:30,,Errors,Description 16472,Critical,Near Miss,Ray Purchase,Apprentice,,49
8351,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,21/09/2021 12:49,,Errors,Description 13548,Critical,Near Miss,Ray Purchase,Apprentice,,22
31756,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,13/08/2021 09:58,,Errors,Description 13144,Critical,Near Miss,Ray Purchase,Apprentice,,50
33755,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,31/08/2022 12:26,,Errors,Description 19340,Critical,Near Miss,Ray Purchase,Apprentice,,57
7121,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,17/10/2022 08:20,,Errors,Description 20032,Critical,Near Miss,Ray Purchase,Apprentice,,34
11153,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,25/06/2021 08:05,,Errors,Description 12324,Critical,Near Miss,Ricky Seasack,Apprentice,,10
21362,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,29/10/2020 07:00,,Errors,Description 7724,Critical,Near Miss,Ricky Seasack,Apprentice,,20
25010,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/02/2021 10:00,,Errors,Description 9456,Critical,Near Miss,Ricky Seasack,Apprentice,,22
23248,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,12/04/2021 06:00,,Errors,Description 10876,Critical,Near Miss,Ricky Seasack,Apprentice,,40
41304,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,13/07/2021 12:16,,Errors,Description 12708,Critical,Near Miss,Roy Highknock,Apprentice,,42
14325,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,19/08/2021 15:43,,Errors,Description 13124,Critical,Near Miss,Roy Highknock,Apprentice,,26
24252,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,17/09/2021 09:23,,Errors,Description 13524,Critical,Near Miss,Roy Highknock,Apprentice,,35
26602,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,30/03/2022 21:00,,Errors,Description 16664,Critical,Near Miss,Roy Highknock,Apprentice,,13
21750,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,15/12/2022 11:51,,Errors,Description 21108,Critical,Near Miss,Russ Nightlife,Apprentice,,58
21375,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,22/04/2021 05:55,,Errors,Description 11036,Critical,Near Miss,Russ Nightlife,Apprentice,,55
22721,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,28/02/2022 16:42,,Errors,Description 16064,Critical,Near Miss,Russ Nightlife,Apprentice,,21
18476,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/02/2021 11:04,,Errors,Description 9644,Critical,Near Miss,Russ Nightlife,Apprentice,,26
33242,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,12/05/2021 09:00,,Errors,Description 11504,Critical,Near Miss,Russ Nightlife,Apprentice,,59
14904,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,31/01/2022 14:57,,Errors,Description 15396,Critical,Near Miss,Russ Nightlife,Apprentice,,58
35292,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,18/01/2021 16:30,,Errors,Description 9080,Critical,Near Miss,Sam Mendlips,Apprentice,,10
7702,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,26/01/2022 09:53,,Errors,Description 15316,Critical,Near Miss,Sam Mendlips,Apprentice,,53
20150,Transport,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,24/08/2022 06:25,,Errors,Description 19216,Critical,Near Miss,Sam Mendlips,Apprentice,,40
14789,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,20/11/2020 11:30,,Errors,Description 8392,Critical,Near Miss,Sam Mendlips,Apprentice,,40
17483,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,02/07/2021 13:14,,Errors,Description 12372,Critical,Near Miss,Sam Mendlips,Apprentice,,34
19752,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,29/04/2022 06:13,,Errors,Description 17164,Critical,Near Miss,Sam Mendlips,Apprentice,,53
28706,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,06/05/2022 05:27,,Errors,Description 17256,Critical,Near Miss,Sam Mendlips,Apprentice,,54
40573,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,07/05/2022 09:00,,Errors,Description 17260,Critical,Near Miss,Sookie Houseboat,Apprentice,,54
35840,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,22/07/2022 09:00,,Errors,Description 18796,Critical,Near Miss,Sookie Houseboat,Apprentice,,42
30989,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,29/10/2022 10:06,,Errors,Description 20244,Critical,Near Miss,Sookie Houseboat,Apprentice,,57
22426,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,14/01/2022 15:52,,Errors,Description 15204,Critical,Near Miss,Steven Toast,Apprentice,,54
21708,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,01/07/2022 10:00,,Errors,Description 18536,Critical,Near Miss,Steven Toast,Apprentice,,22
40329,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,28/07/2022 09:57,,Errors,Description 19292,Critical,Near Miss,Steven Toast,Apprentice,,52
21018,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,15/10/2020 06:00,,Errors,Description 7540,Critical,Near Miss,Steven Toast,Apprentice,,38
39897,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,08/03/2023 11:10,,Errors,Description 22448,Critical,Near Miss,Steven Toast,Apprentice,,57
22119,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,03/01/2020 09:11,,Errors,Description 3952,Critical,Near Miss,Susan Random,Apprentice,,48
16971,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,18/09/2020 13:21,,Errors,Description 7096,Critical,Near Miss,Susan Random,Apprentice,,12
17544,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,02/10/2020 16:55,,Errors,Description 7352,Critical,Near Miss,Susan Random,Apprentice,,51
18642,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,05/05/2021 11:06,,Errors,Description 11352,Critical,Near Miss,Susan Random,Apprentice,,46
20542,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,21/06/2021 17:30,,Errors,Description 12284,Critical,Near Miss,Susan Random,Apprentice,,60
37814,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,17/11/2021 12:40,,Errors,Description 14472,Critical,Near Miss,Susan Random,Apprentice,,14
28094,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,07/10/2022 08:20,,Errors,Description 19908,Critical,Near Miss,Susan Random,Apprentice,,42
19916,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,17/01/2023 13:48,,Errors,Description 21424,Critical,Near Miss,Susan Random,Apprentice,,50
25164,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,18/01/2020 08:00,,Errors,Description 4104,Critical,Near Miss,Susan Random,Apprentice,,29
36438,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,09/03/2020 11:30,,Errors,Description 5308,Critical,Near Miss,Susan Random,Apprentice,,23
41617,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,26/02/2022 11:30,,Errors,Description 16068,Critical,Near Miss,Ty Mammoth,Apprentice,,52
35091,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,10/09/2021 11:50,,Errors,Description 13420,Critical,Near Miss,Ty Mammoth,Apprentice,,45
38614,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,03/03/2022 15:27,,Errors,Description 16160,Critical,Near Miss,Ty Mammoth,Apprentice,,46
42562,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,10/11/2022 18:30,,Errors,Description 20480,Critical,Near Miss,Ty Mammoth,Apprentice,,26
14119,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,01/09/2022 10:30,,Errors,Description 19344,Critical,Near Miss,Varrity Map,Apprentice,,14
20995,Transport,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,05/09/2022 07:14,,Errors,Description 19524,Critical,Near Miss,Varrity Map,Apprentice,,38
22490,Transport,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,01/03/2023 09:06,,Errors,Description 22308,Critical,Near Miss,Varrity Map,Apprentice,,42
26124,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,16/07/2020 11:00,,Errors,Description 6196,Critical,Near Miss,Varrity Map,Apprentice,,11
31380,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,07/04/2021 14:23,,Errors,Description 10788,Critical,Near Miss,Varrity Map,Apprentice,,58
28296,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,11/10/2021 10:45,,Errors,Description 13848,Critical,Near Miss,Varrity Map,Apprentice,,12
29615,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,18/08/2022 15:14,,Errors,Description 19308,Critical,Near Miss,Varrity Map,Apprentice,,32
41293,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,19/02/2021 11:09,,Errors,Description 9848,Critical,Near Miss,Vic Teaball,Apprentice,,31
35120,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,07/04/2021 10:00,,Errors,Description 10812,Critical,Near Miss,Vic Teaball,Apprentice,,59
39398,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,25/05/2021 06:27,,Errors,Description 11732,Critical,Near Miss,Vic Teaball,Apprentice,,17
31041,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,19/10/2021 07:07,,Errors,Description 13940,Critical,Near Miss,Vic Teaball,Apprentice,,33
29762,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/11/2021 08:01,,Errors,Description 14308,Critical,Near Miss,Vic Teaball,Apprentice,,24
41578,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,04/08/2022 07:00,,Errors,Description 18944,Critical,Near Miss,Vic Teaball,Apprentice,,56
22771,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/08/2022 06:07,,Errors,Description 19004,Critical,Near Miss,Vic Teaball,Apprentice,,39
24096,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,24/09/2021 11:17,,Errors,Description 13624,Critical,Near Miss,Vic Teaball,Apprentice,,36
28617,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,09/01/2021 12:00,,Errors,Description 9112,Critical,Near Miss,Vic Teaball,Apprentice,,40
28710,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,29/11/2022 09:20,,Errors,Description 20856,Critical,Near Miss,Warren Organ,Apprentice,,12
28938,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,13/01/2023 08:30,,Errors,Description 21428,Critical,Near Miss,Warren Organ,Apprentice,,34
29607,Transport,Red Bank,Carlisle,54.86601634,-2.937202871,England,United Kingdom,,,08/04/2022 11:00,,Errors,Description 17044,Critical,Near Miss,Warren Organ,Apprentice,,11
32582,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,10/06/2022 07:00,,Errors,Description 17864,Critical,Near Miss,Warren Organ,Apprentice,,20
17915,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,23/11/2022 06:30,,Errors,Description 20688,Critical,Near Miss,Warren Organ,Apprentice,,15
13438,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,12/08/2022 07:58,,Errors,Description 19260,Critical,Near Miss,Yvonne Wryly,Apprentice,,52
33483,Transport,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,13/12/2022 11:35,,Errors,Description 21040,Critical,Near Miss,Yvonne Wryly,Apprentice,,34
21738,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,06/05/2022 23:00,,Errors,Description 17264,Critical,Near Miss,Yvonne Wryly,Apprentice,,33
24257,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,18/02/2023 07:00,,Errors,Description 22020,Critical,Near Miss,Yvonne Wryly,Apprentice,,13
31477,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,07/09/2020 06:00,,Errors,Description 6984,Critical,Near Miss,Yvonne Wryly,Apprentice,,41
29096,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,24/01/2020 11:11,,Errors,Description 4260,Critical,Near Miss,Yvonne Wryly,Apprentice,,25
41496,Transport,Coleford,Swindon,51.58384844,-1.656880583,England,United Kingdom,,,30/09/2021 13:50,,Errors,Description 13892,Critical,Property Damage Incident,Axel Jacklin,Apprentice,,48
23060,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,12/07/2021 15:00,,Errors,Description 12564,Critical,Property Damage Incident,Bentley Kenneth,Apprentice,,12
15525,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,30/01/2020 20:00,,Errors,Description 4408,Critical,Property Damage Incident,Brooke Hooberman,Apprentice,,33
16966,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,02/04/2022 11:00,,Errors,Description 16704,Critical,Property Damage Incident,Max Avantgarde,Apprentice,,42
20958,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,31/05/2022 14:41,,Errors,Description 17756,Critical,Property Damage Incident,Ricky Seasack,Apprentice,,52
27860,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,05/01/2020 18:30,,Errors,Description 3760,Critical,Property Damage Incident,Roy Highknock,Apprentice,,26
11334,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,16/06/2020 13:37,,Errors,Description 5900,Critical,Property Damage Incident,Steven Toast,Apprentice,,30
38996,Transport,Heather,Leeds,53.82601989,-1.42265576,England,United Kingdom,,,30/04/2021 11:30,,Errors,Description 11308,Critical,Property Damage Incident,Ty Mammoth,Apprentice,,30
40149,Transport,Wilnecote - Depot,Lincoln,53.20669147,-0.496940433,England,United Kingdom,,,25/08/2021 04:45,,Errors,Description 13184,Critical,Vehicle Incident,Kate Fear,Apprentice,,23
34225,Transport,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,21/06/2021 10:05,,Errors,Description 12300,Critical,Vehicle Incident,Kate Fear,Apprentice,,44
15915,Transport,Measham - Depot,Sheffield,53.41265531,-1.577202164,England,United Kingdom,,,30/01/2023 06:11,,Errors,Description 21600,Critical,Vehicle Incident,Yvonne Wryly,Apprentice,,41
40604,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,20/10/2020 09:30,,Errors,Description 7572,Critical,Work Observation,Duncan Clench,Apprentice,,57
14890,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,27/07/2021 19:08,,Errors,Description 12780,Critical,Work Observation,Kate Fear,Apprentice,,19
32631,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,22/10/2021 06:20,,Errors,Description 13992,Critical,Work Observation,Kate Fear,Apprentice,,51
